M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,nctugoodman,需不需要篩檢經由醫生評估再決定...入境全普篩腦殘..,08/02 23:15,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,昨天去外頭公家機關晃了一下..真的在降半旗、不是作夢QQ,08/02 23:15,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,ramirez,鋪篩仔,08/02 23:15,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,hawdaiya,嘴炮，叫別人做事真簡單,08/02 23:16,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,silentence,到最後不要丟給各縣市自己去驗才在那崩潰~~,08/02 23:18,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,反正等時鐘一個髮夾彎，綠粉們就被拋出車外了 ~Corona!,08/02 23:19,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,filet,從三月到現在還沒被笑夠啊，普篩仔？,08/02 23:22,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,filet,想要髮夾彎先去查查PCR要多久吧，用個快篩有啥屁用…,08/02 23:23,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,hawdaiya,他到底懂不懂pcr檢驗阿？,08/02 23:25,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,可悲仔蔣不贏別人在那邊當阿Q ~ 我以為是強國人水準 :Q,08/02 23:25,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,說真的綠糞比柯糞還沒進步，柯粉被王董電都知道要開會,08/02 23:25,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,才確保自己的2024總統ticket,08/02 23:26,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,zeuswell,我才沒有最愛噓你，你太過分了,08/02 23:26,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,filet,連最新的資訊都不會追，還停在三月舊資料，可憐哪,08/02 23:28,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,zeuswell,我推就是了，我才沒有最愛師傅，但我是柯粉,08/02 23:29,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,hawdaiya,笑死，侯粉森77,08/02 23:31,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,對了你的五色神靈收集的進度如何?!  集滿可以召喚神龍嗎,08/02 23:32,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,zeuswell,你給我道歉!!!神靈還排我前面好嗎,08/02 23:32,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,召喚成功千萬別許願，一定會是反指標的願望 ~,08/02 23:32,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,像拎北支持的時代力量，被神靈下咒到進去看守所QQ,08/02 23:33,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,https://imgur.com/fNX43tv   阿阿阿阿阿阿!!!!!!,08/02 23:34,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,zeuswell,噓整排的，我補你啦,08/02 23:35,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,DavidFoster,要貼貝克漢的UCCU啊,08/02 23:36,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,其實冬木杯是反映出許願者做事的方式，神靈是只會反指標,08/02 23:38,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,有點像一把180轉彎對著自己的左輪手槍,08/02 23:38,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,belion,之前這樣喊的....嗯...,08/02 23:39,噓,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,SuperBMW,我們在這邊偷講他壞話 ~會不會氣噗噗阿、嘻嘻XDD,08/02 23:40,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,belion,"...按錯，等一下回推 , sorry",08/02 23:40,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,belion,back !,08/02 23:42,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,otis1713,時力那件事真的是很糟糕...,08/03 00:02,推,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,otis1713,我只能死柯粉帶賽,08/03 00:02,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,otis1713,然後最近一直覺的老母當年叫我別碰政治真他媽正確，我,08/03 00:04,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,otis1713,們家沒那麼有錢XD,08/03 00:04,→,10,9,24
M.1596380972.A.FA8,[新聞] 侯友宜籲入境者全面普篩 預防第二波疫情,TED781120,「あなたがわたしのマスターか。」,08/03 08:12,→,10,9,24
M.1596423074.A.E80,[創作] 媽祖祝福 李眉蓁當選高雄市長,yeh67 (南天門 鎮南王),昨天去拜鹽埕埔朝后宮，很久沒去拜媽祖了，不知怎麼搞的，昨天騎車騎著就被神秘 力量牽引到了這間媽祖廟拜拜，躲雨喝下午茶 今天早上起床，腦海又有靈感，媽祖祝福李眉蓁當選市長，天官大帝指示李眉蓁當選 市長後的首席副市長欽點張顯耀，引妳進政壇的張師傅，天官大帝表示，李市長凡 事聽張師父的話，關關難過關關過，2022連任成功可做六年 韓國瑜的團隊不必資源回收，各人造業各人擔，李市長不必再擔韓國瑜的業障，有自 信做自己，不必聽韓國瑜說三道四，凡事以張顯耀為軍師智囊，對韓國瑜維持尊重前市 長，敬老尊賢的禮貌即可，他還有他的天命未了，未來會與高雄市政漸行漸遠 這間愛河旁靠近建國橋的鹽埕媽祖廟，2018曾預測韓國瑜當選，我當時也在靈學版選 前一個月預測，韓國瑜果真當選神威顯赫媽祖廟是透天老屋改建，要募款蓋新廟， 祖廟是朝天宮，北港媽祖分靈高雄鹽埕，今年春節廟方抽出的年運籤，貼在文昌殿正門 外，水路、人口兩支籤詩，我感覺好像預測媽祖轄境高雄地方的大事 以下是個人解讀，我不代表廟方立場 第一支籤 水路~~~代表經濟民生，為官者所心繫，代表地方父母官的官運 蜻蜓誤入蜘蛛網~~~預告罷韓事件 第四八籤辛亥 屬金利秋宜其西方~~預告韓國瑜秋天復出，本周8/7立秋 陽世作事未和同~~~~庚子年120年大輪迴，因果結算之時，業力反撲，警惕因果不空 雲遮月色正朦朧~~~~武漢肺炎疫情影響台灣大局，當局與世界各國政府皆憂心忡忡 心中意欲前途去~~~~韓市長參選總統敗北，歃羽而歸，飲恨無顏見高雄父老厚愛 只恐命內運未通~~~~韓國瑜大起大落，命運多乖，事與願違，行有不得，反求諸己 第二支籤 人口~~~~平常代表政局運勢，但今年有大事發生，這就有關選舉了， 第二六籤戊寅 屬土利年四方皆宜 選出牡丹第一枝~~~~~牡丹花代表富貴花，比喻女性出頭天，李眉蓁就像富貴牡丹花 勸君折取莫遲疑 世間若問相知處 萬事逢春正及時 後三句就不做過多的聯想，以免被罵神棍怪力亂神，以上純屬不科學的個人 創作，無神論的網友當笑話看，當我是科幻小說家，鬼話連篇，自由心證，尊重 我深藍挺李眉蓁，自爽就好 感應媽祖慈悲，哈哈哈哈哈 ,Mon Aug  3 10:51:12 2020,主文,1,0,3
M.1596423074.A.E80,[創作] 媽祖祝福 李眉蓁當選高雄市長,cooldogy1973,你深藍可是沒有以台灣蒼生為念很可惜,08/03 11:17,推,1,0,3
M.1596423074.A.E80,[創作] 媽祖祝福 李眉蓁當選高雄市長,yeh67,阿彌陀佛，罪過罪過！說與做，兩回事，不貪求，豈可止！,08/03 11:20,→,1,0,3
M.1596423074.A.E80,[創作] 媽祖祝福 李眉蓁當選高雄市長,yeh67,喜捨慈悲，功德糧 ~~ 桃園大溪無極紫勝宮 濟公師父法語,08/03 11:22,→,1,0,3
M.1596423074.A.E80,[創作] 媽祖祝福 李眉蓁當選高雄市長,yeh67,中元普渡，慈悲月，勿忘世上苦人多，包含老老少少的可憐靈,08/03 11:25,→,1,0,3
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,omanorboyo (omanorboyo),防疫政策侵人權 德國萬人上街遊行 防疫政策剝奪自由？德國逾萬人上街遊行。德國近來確診人數持續攀升，因此 政府仍嚴格 執行在商店、大眾交通工具內必須戴口罩及維持社交距離的規定，導致部分民眾不滿 ，1 日聚集於柏林抗議政府的防疫措施過當，且絕大多數人未遵守防疫規定。對此，德國經濟 部長阿特麥爾表示，將對違反防疫措施者採取更嚴厲的處罰。 逾萬人反防疫政策 據《路透社》報導， 德國1日有逾萬人在柏林參與示威遊行，抗議政府為防止新冠病毒所 實施的防疫措施 ，認為這些措施侵犯人民的權利和自由。據警方估計， 現場約有1萬7000 名示威者 ，包括自由意志主義者、立憲主義者以及對新冠疫苗持懷疑態度者，也有少數極 右派人士持黑白紅三色的帝國旗幟參加遊行。 據《德國之聲》報導，示威者絕大多數沒有配戴口罩及維持社交距離，其中部分示威者還 高舉著 新冠病毒，虛假警報、我們被迫戴上口罩、自然防禦而不是接種疫苗 等標語參與遊行。對此，德國警方表示，已向不遵守衛生規定的組織者發起法律訴訟，並 在稍晚使用擴音器命令示威者和平離開，部分拒絕離開的人則被警方架走。 官員痛斥違反防疫者 社會民主黨的共同領導人埃斯肯在推特痛斥：他們（示威者）不僅危害我們的健康，也 危害我們對抗疫情流行及復興經濟、教育和社會的成就。；德國經濟部長阿特麥爾說， 任何故意危害他人的人都必須料想到，會對自己造成嚴重後果。他也表示，希望對違 反防疫措施者採取更嚴厲的處罰。 近來德國確診人數不斷上升，週五（7月31日）有870例，週六（8月1日）有955例。據德 國政府疾病預防控制機構羅伯特科赫研究所的說法，確診人數激增，歸因於公眾對衛生 和維持社交距離規範的疏忽。 https://udn.com/news/story/120944/4749805 https://i.imgur.com/hIohqpA.jpg https://i.imgur.com/tzx1LUX.jpg 弱智歐美人又一精彩演出 抗議戴口罩遊行遍地開花 看來強森說的群體免疫真的是最佳解啦 全都中一中 身體差該死的死一死 撐的下去的抗體趕快到手 ,Mon Aug  3 10:51:49 2020,主文,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,謝謝你 達爾文 人類又往進化邁進了一步,08/03 10:53,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,因為不適者又被淘汰一波,08/03 10:53,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,platinum500a,只要有研究說新冠病毒會導致性無能 我想大家都會乖,08/03 10:54,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,platinum500a,乖戴口罩了,08/03 10:54,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,ReiFan,當初武漢剛爆發 我就說老共政府應該狠一點 全部軟禁14天,08/03 10:54,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,ReiFan,由中央負責配發日用品 關個14天 看誰發病就拉出來集中治療,08/03 10:55,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevin05233,奇怪了 憑什麼剝奪我染疫的自由！得病了我自然會戴口,08/03 10:55,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevin05233,罩啊！ 大guy 4醬,08/03 10:55,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,ReiFan,沒人權到極致 但就不會病情延燒到全國,08/03 10:55,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,dadaHOPE,神經病白人,08/03 10:55,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,faiya,神經病？不會啊，剛好減輕社福壓力阿，嘻嘻,08/03 10:56,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,k1k1832002,都中一中未來也不用擔心這批人出來抗議了,08/03 10:58,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,TheoEpstein,問題是，死的不是這些有體力上街的智障啊,08/03 10:58,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,TheoEpstein,年輕人他們死亡率很低，但傳給老人就死得快,08/03 10:58,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,nnkj,不自由 毋寧死,08/03 10:59,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,k1k1832002,他們把病毒帶回家自己老北老木中獎也是一個方式(?,08/03 10:59,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,tsgd,這真的太優秀,08/03 10:59,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,T董 所以有些人就在酸 這根本就是要讓老人大規模感,08/03 11:00,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,染 然後清楚年金壓力的手段XD,08/03 11:00,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,清除年金壓力,08/03 11:00,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevinmeng2,馬思洛金字塔，基本生存，然後...安...安全需求？,08/03 11:00,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevin05233,好啦好啦老人通通死光光 地球的未來 就交給你們嘍～,08/03 11:00,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevin05233,～,08/03 11:00,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,jerrylin,歐美人真的搞不太清楚狀況,08/03 11:01,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,放寬心 反正 如果因為不帶罩遊行而讓病例加速攀升,08/03 11:01,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,只是這有個問題 你大規模感染會先搞爆醫療體系的,08/03 11:01,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,所以老人先死光前醫護會先死光 醫護死光其他人會沒,08/03 11:02,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,事嗎？想也知道不可能,08/03 11:02,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,到時候只會加劇限制手段 或是德國被各國隔離/禁入,08/03 11:02,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,tsgd,之前那個喬柯維奇也是這樣 什麼都不信還辦網球巡迴賽,08/03 11:02,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,tsgd,結果中標  附帶一提 他本身也是位疫苗反對者,08/03 11:03,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,越上街只是越促進被抗議的事項發生 很棒棒,08/03 11:03,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kuninaka,真的侵害人權，我呼籲歐洲有識之士全部反對口罩政策,08/03 11:03,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevinmeng2,所以我說，全世界我只佩服英國，明確直白的說，得病,08/03 11:03,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevinmeng2,請自求多福，不要去醫院，要全民免疫，清洗一批,08/03 11:03,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,k1k1832002,現在還有一個潛在大問題  就是一些新聞提到的奇怪副作,08/03 11:04,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,k1k1832002,用到底真假的  真的那可就嚴重了,08/03 11:04,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,v2v2123,等到他們在床上喘就不敢再犯了,08/03 11:05,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,Cohlint,真正慘的還是醫護，在這些不爽帶口罩的中標躺平前，醫療,08/03 11:05,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,Cohlint,系統會先核炸……,08/03 11:05,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,zaqw641125,人有確診自由跟病發身亡自由,08/03 11:06,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,WTF55665566,醫護真的最雖,08/03 11:06,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,warchiefdodo,拉機左膠過太爽,08/03 11:08,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,akway,人權無限上綱結果,08/03 11:09,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,aevealy,自由才能進化，反正擋不住不如開心過，這就是先進國家,08/03 11:09,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,cama,這些人是經濟選民還是被俄中資訊戰滲透社群媒體誤導啊,08/03 11:11,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,...又在亂扯左膠 懂一下Libertarianism是哪個流派好嗎,08/03 11:11,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,然後反疫苗眾 左右都有 也沒得只怪哪一方,08/03 11:12,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,TheoEpstein,清除年金壓力的話死太慢也死太少了，經濟先爆了。,08/03 11:13,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,akway,我覺得既然有不戴口罩自由 醫護也有拒絕看他們自由阿,08/03 11:14,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,kevinmeng2,可以開始考慮買歐美的殯葬股？,08/03 11:14,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,radiohead56,可悲 右膠走到哪都一樣,08/03 11:15,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,randymarch,智障,08/03 11:15,噓,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,clifflee,醫護無法 畢竟也無法檢驗口罩配戴時數…,08/03 11:17,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,demitri,這次是極右派在遊行,08/03 11:28,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,demitri,反疫苗者確實哪派都有 很多是教會派或陰謀論者,08/03 11:30,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,Landius,"極左跟極右是殊途同歸,光譜兩端做環型貼起來就在一起了啦",08/03 11:32,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,demitri,不過這次對於口罩特別義憤 強調人身自由的常是右派就是,08/03 11:33,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,demitri,因為價值觀上他們更反對政府控管 更支持人身自由,08/03 11:34,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,demitri,當然左右派都有刁民  畢竟沒人喜歡戴口罩,08/03 11:36,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,foolfighter,白人真他媽蠢,08/03 12:11,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,foolfighter,右膠蠢逼,08/03 12:11,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,foolfighter,有看內文嗎？ 反對的是社會民主黨,08/03 12:12,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,foolfighter,美國是左右派的在鬧事,08/03 12:13,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,senza07,德國又選錯邊啦,08/03 12:17,→,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,aimlin,弱智左膠 可憐,08/03 12:25,推,26,1,40
M.1596423111.A.3AA,[新聞] 防疫政策侵人權 德國萬人上街遊行,aimlin,德國87,08/03 12:26,→,26,1,40
